UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
90038: JUSTICA FEDERAL DE 1A. INSTANCIA/TO,"2: TOMADA DE PREÇOS                                  ",00001/1999,09003802000011999,,Publicado,Contratação de serviços de limpeza  e conservação para o Edifício Sede da Justiça Federal/TO.,,347/99-TO,Nacional,1,CÉSAR DE ALENCAR OLIVEIRA SILVA,Presidente da Comissão Permanente de Licitação,27/10/1999 12:00,"AANO 20 Conj. 01 Lotes 3/4, Av.  Teo-tônio Segurado - Centro/TO",,16/11/1999 14:00,27/10/1999,/licitacoes/id/licitacao/09003802000011999/itens
110001: SECRETARIA DE ADMINISTRAÇÃO,"1: CONVITE                                           ",00001/1999,11000101000011999,,Divulgado,Aquisição de material utilizado na produção de placas de circuito impresso.,,0200004378/98-77,Nacional,15,,,11/01/1999 09:00,Palacio do Planalto Anexo II-A Sala 126 - /DF,,21/01/1999 10:00,,/licitacoes/id/licitacao/11000101000011999/itens
110001: SECRETARIA DE ADMINISTRAÇÃO,"2: TOMADA DE PREÇOS                                  ",00001/1999,11000102000011999,,Publicado,Aquisição de Material de Expediente.,,0200005137/98,Nacional,7,ANTONIO CARLOS NOVAES,Presidente da Comissão Permanente de Licitação,15/01/1999 09:00,Palácio do Planalto - Anexo II-A - Sala 126 - Plano Piloto/DF,,02/02/1999 10:00,15/01/1999,/licitacoes/id/licitacao/11000102000011999/itens
110001: SECRETARIA DE ADMINISTRAÇÃO,"3: CONCORRÊNCIA                                      ",00001/1999,11000103000011999,,Publicado,Contratação de empresa especializada na prestação de serviços de apoio administrativo para atendimento da Secretaria Especial de Políticas Regionais SEPRE.,,0040000619/99,Nacional,6,ALEXANDRE GOMES COSTA,Presidente da Comissão Especial de Licitação,06/07/1999 09:00,"Palácio do Planalto, anexo II-A, sala126 - Praça dos Três Poderes/DF",,09/08/1999 15:00,06/07/1999,/licitacoes/id/licitacao/11000103000011999/itens
110052: RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A,"3: CONCORRÊNCIA                                      ",00001/1999,11005203000011999,,Publicado,Contratação de empresa especializada para prestação de serviços de assistência médica.,,.493/98,Nacional,1,LAURO DE OLIVEIRA CHAVES,Chefe do Departamento de Material e Serviço,13/01/1999 08:00,SCN Quadra 02 Bloco C - Asa Norte/DF,,18/02/1999 14:30,15/01/1999,/licitacoes/id/licitacao/11005203000011999/itens
110052: RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A,"1: CONVITE                                           ",00001/1999,11005201000011999,,Publicado,Contratação de Empresa especializada para fornecimento de equipamen tos de controle de potência.,,.056/98,Nacional,1,LAURO DE OLIVEIRA CHAVES,Chefe de Departamento de Material e Serviço,06/01/1999 08:00,SCN Quadra 02 Bloco C - Asa Norte/DF,,13/01/1999 09:00,06/01/1999,/licitacoes/id/licitacao/11005201000011999/itens
110002: SECRETARIA NACIONAL DE POLÍTICAS SOBRE DROGAS,"2: TOMADA DE PREÇOS                                  ",00001/1999,11000202000011999,,Publicado,"Contratação de empresa do ramo,  para fins de prestação de serviços gráficos, na confecção de livros, cartazes, ""folders"" e pastas.",,0187002355/99-51,Nacional,1,ELIZABETH ALVES CAMÊLO DO NASCIMENTO,Presidente da Comissão Permanente de  LicitaçãoSENAD/CMPR,02/09/1999 09:00,"Praça dos Tres Poderes - Palácio   doPlanalto - Anexo II - Superior - Sala 258. - Plano Piloto -taxa para retirada R$10,00/DF",,17/09/1999 09:00,02/09/1999,/licitacoes/id/licitacao/11000202000011999/itens
110052: RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A,"2: TOMADA DE PREÇOS                                  ",00001/1999,11005202000011999,,Publicado,Contratação de empresa especializada para prestação de serviços de locação de NO-BREAKS.,,"        2.168/99",Nacional,1,LAURO DE OLIVEIRA CHAVES,Chefe do Departamento de Material e Serviço,12/02/1999 08:00,SCN Quadra 2 Bloco ""C"" - Asa Norte/DF,,08/03/1999 15:00,19/02/1999,/licitacoes/id/licitacao/11005202000011999/itens
110061: COORDENACAO-GERAL DE SERVICOS GERAIS,"1: CONVITE                                           ",00001/1999,11006101000011999,,Publicado,"Contratação de empresa especializada para prestação de serviços de transporte rodoviário local e interestadual, na modalidade porta a porta, cobrado por metro cúbico utilizado e quilômetro rodado, de bens móveis, materiais de consumo e documentos pertencentes à Advocacia-Geral da União.",,0404010541/98-53,Nacional,5,LUÍS GONZAGA DE CARVALHO,Presidente da CPL,04/02/1999 08:00,"SAS Q-04, Bl. ""N"" - Ed. FNS, Sala 909 - Asa Sul/DF",,12/02/1999 10:00,04/02/1999,/licitacoes/id/licitacao/11006101000011999/itens
110061: COORDENACAO-GERAL DE SERVICOS GERAIS,"2: TOMADA DE PREÇOS                                  ",00001/1999,11006102000011999,,Publicado,"Contratação de firma especializada para prestação de serviços  de manutenção preventiva e corretiva dos sistemas de Selfs-Contained com condensação a água e ar dos prédios da Advocacia-Geral da União em Brasília/ DF, conforme especificações.",,0404000672/99-86,Nacional,1,LUIS GONZAGA DE CARVALHO,Presidente da CPL,12/02/1999 08:00,"SAS Q-04, Bl. ""N"" - Ed. FNS, Sala 909 - Asa Sul/DF",,01/03/1999 09:00,12/02/1999,/licitacoes/id/licitacao/11006102000011999/itens
110064: PROCURADORIA-REGIONAL DA UNIAO - 1A.REGIAO/DF,"2: TOMADA DE PREÇOS                                  ",00001/1999,11006402000011999,,Publicado,Locação de 02(duas) máquinas copiadoras novas.,,0410000426/99-36,Nacional,1,MARTA DE OLIVEIRA CRUZ,Presidente da CPL,21/09/1999 08:00,SAS Qd. 02 Bloco  E sobreloja sala 05Edifício PGU. - Asa Sul/DF,,06/10/1999 09:00,21/09/1999,/licitacoes/id/licitacao/11006402000011999/itens
110064: PROCURADORIA-REGIONAL DA UNIAO - 1A.REGIAO/DF,"1: CONVITE                                           ",00001/1999,11006401000011999,,Publicado,Locação de 02(duas) máquinas copiadoras novas(sem uso).,,0410000196/99-88,Nacional,1,IRENE FERREIRA MARTINS,Presidente da Comissão permanente de Licitação,18/05/1999 08:00,SAS Qd. 02 bloco E Edifício PGU sobreloja sala 05 - Asa Sul/DF,,25/05/1999 09:00,18/05/1999,/licitacoes/id/licitacao/11006401000011999/itens
110069: PR-AGU-PROCURAD.DA UNIAO DO DIST.FEDERAL/DF,"1: CONVITE                                           ",00001/1999,11006901000011999,,Divulgado,Aquisição de mobiliário.,,04450041229931,Nacional,2,,,02/08/1999 09:00,SAS Quadra 02 Bloco ""E""  Ed.  PGU  3ºandar sala 304. - Asa Sul/DF,,12/08/1999 10:00,,/licitacoes/id/licitacao/11006901000011999/itens
110069: PR-AGU-PROCURAD.DA UNIAO DO DIST.FEDERAL/DF,"2: TOMADA DE PREÇOS                                  ",00001/1999,11006902000011999,,Publicado,"Locação de máquina reprográfica  nova (sem uso), com instalação, fornecimento de suprimento (exceto papel e toner) e assistência técnica para sua manutenção.",,0445005097/99-21,Nacional,1,RUBEM SUFFERT,Presidente da CPL,20/08/1999 08:00,"SAS Q. 02, bl. ""E"", Ed. PGU, 3º andarsala 304 - Asa Sul/DF",,14/09/1999 10:00,20/08/1999,/licitacoes/id/licitacao/11006902000011999/itens
110070: PROCURADORIA DA UNIAO/ACRE,"2: TOMADA DE PREÇOS                                  ",00001/1999,11007002000011999,,Publicado,"Contratação de empresa especializada para prestação de serviços de de vigilância armada, nas dependências da Procuradoria da União no  Estado do Acre.",,0420001022/98-51,Nacional,1,SUELI ALVES MARQUES,Coordenadora da PU/AC,07/01/1999 08:00,"Rua Amazonas, 115 - Cadeia Velha/AC",,29/01/1999 09:00,07/01/1999,/licitacoes/id/licitacao/11007002000011999/itens
110071: PROCURADORIA DA UNIÃO/AMAPÁ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11007102000011999,,Publicado,Contração de empresa especializada para locação de equipamento reprográfico com assistência técnica para Advocacia da União/Procuradoria da União no Estado do Amapá.,,0425000419/99-11,Nacional,1,ROSE MARY PENAFORT DE LIMA,Presidente da CPL/PU/AP,10/09/1999 08:00,Rua Odilardo Silva nr. 2518 - Bairro do Trem - Macapá/AP/AP,,28/09/1999 09:00,10/09/1999,/licitacoes/id/licitacao/11007102000011999/itens
110073: PROCURADORIA DA UNIAO NO ESTADO DA BAHIA/AGU,"2: TOMADA DE PREÇOS                                  ",00001/1999,11007302000011999,,Publicado,Contratação dos serviços de Guarda e Vi gilância Armada dos bens móveis e imóvel da Pro curadoria Seccional da União em Ilhéus e Procuradoria da União no Estado da Bahia.,,0432000219/99-04,Nacional,1,MARIA CELESTE DANTAS ARAÚJO,Presidente da Comissão Permanente de Licitação,28/07/1999 09:00,"Alameda dos Mulungus n. 32, Quadra 10 - Caminho das Árvores/BA",,13/08/1999 09:30,28/07/1999,/licitacoes/id/licitacao/11007302000011999/itens
110076: AGU-PROCURADORIA DA UNIAO/MT,"1: CONVITE                                           ",00001/1999,11007601000011999,,Divulgado,"Contratação de empresa especializada em serviço de limpeza, higieni zação, conservação e manutenção.",,0465000504/99-94,Nacional,1,,,09/06/1999 08:00,Rua 06 - Quadra 15 - Centro Político e Administrativo/MT,,16/06/1999 09:00,,/licitacoes/id/licitacao/11007601000011999/itens
110078: PROCURADORIA DA UNIÃO/PARÁ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11007802000011999,,Publicado,"Locação de 02 (dois) equipamentos fotocopiadores, com instalação, assistência técnica e manutenção para a Procuradoria da União  no Pará. A entrega do Edital será efetuada mediante a apresentação de carimbo da empresa e recolhimento da taxa de R$ 2,00 (dois reais) à conta da AGU, junto ao Banco do Brasil S/A.",,0485001823/99-14,Nacional,2,MARIA LÚCIA MARTINS MERÍCIAS,Presidente da CPL,11/10/1999 08:00,"Rua Boulevard Castilhos França,  708,Ed. Sede do Banco Central do Brasil, 5º andar. - Belém-Pará/PA",,26/10/1999 09:00,11/10/1999,/licitacoes/id/licitacao/11007802000011999/itens
110079: PROCURADORIA DA UNIAO NO ESTADO DO PIAUI/AGU,"1: CONVITE                                           ",00001/1999,11007901000011999,,Publicado,Contratação dos Serviços de Vigilância Armada na Sede da Procuradoria da União no Estado do Piauí.,,05100003279944,Nacional,1,MILA MARIA MENDES DE ARAUJO,PRESIDENTE COMISSÃO PERMANENTE DE LICITAçÃO,11/05/1999 08:00,Rua Firmino Pires n° 146 em Teresina - PI. - /PI,,27/05/1999 09:00,11/05/1999,/licitacoes/id/licitacao/11007901000011999/itens
110079: PROCURADORIA DA UNIAO NO ESTADO DO PIAUI/AGU,"2: TOMADA DE PREÇOS                                  ",00001/1999,11007902000011999,,Publicado,Contratação dos Serviços de Vigilância Armada na Sede da Procuradoria da União no Estado do Piauí.,,0510000327/99-44,Nacional,1,MILA MARIA MENDES DE ARAUJO,Presidente Comissão Permanente de Licitação,12/05/1999 08:00,Rua Firmino Pires n° 146/N em Teresina - PI. - Centro/PI,,27/05/1999 09:00,12/05/1999,/licitacoes/id/licitacao/11007902000011999/itens
110081: PROCURADORIA DA UNIÃO/RORAIMA,"2: TOMADA DE PREÇOS                                  ",00001/1999,11008102000011999,,Publicado,"Contratação de serviço de limpeza e conservação no prédio da PU/RR, Rua General Penha Brasil, 1581 São Francisco, nesta Cidade de Boa Vista RR.",,0549000441/98-10,Nacional,1,DALVA MARIA MACHADO,Procuradora-Chefe da União em Roraima,06/05/1999 08:00,"Rua General Penha Brasil, 1581 - - São Franscisco/RR",,21/05/1999 09:00,06/05/1999,/licitacoes/id/licitacao/11008102000011999/itens
110083: PROCURADORIA DA UNIÃO/RIO DE JANEIRO,"2: TOMADA DE PREÇOS                                  ",00001/1999,11008302000011999,,Publicado,"Contratação de Empresa especializada p/ prestação de serviços de limpeza e conservação, nas instalações da PU/RJ e suas Seccionais, Niterói, Volta Redonda e Petrópolis.",,0513006014/99-14,Nacional,3,IVO HENE FERNANDES BECHARA,Presidente da CPL/PU/RJ,15/10/1999 09:00,"Rua México, nr. 128, 12º andar, Coor-denação Administrativa, Rio de Janeiro/RJ. - /RJ",,03/11/1999 10:30,15/10/1999,/licitacoes/id/licitacao/11008302000011999/itens
110085: PROCURAD.DA UNIAO NO EST. DE SAO PAULO/AGU,"1: CONVITE                                           ",00001/1999,11008501000011999,,Publicado,Aquisição de suprimentos de informática.,,0565001800/99-01,Nacional,11,MARIA VALMISA O OKAMOTO,Presidente da Comissão de Licitação,25/05/1999 08:00,"Av. Paulista, nº 1842, 7ºandar-CJ 76/77 - Ed. Cetenco Plaza - Torre Norte, Cerqueira Cesar/SP",,02/06/1999 10:00,25/05/1999,/licitacoes/id/licitacao/11008501000011999/itens
110085: PROCURAD.DA UNIAO NO EST. DE SAO PAULO/AGU,"2: TOMADA DE PREÇOS                                  ",00001/1999,11008502000011999,,Publicado,"Contratação de Serviço de Limpeza e Con servação incluindo materiais, para Procuradoria Seccional da União em Piracicaba e Procuradoria Seccional da Fazenda Nacional em Piracicaba/SP.",,0565001401/99-87,Nacional,1,MARIA VALMISA DE O. OKAMOTO,Presidente da Comissão de Licitação,28/06/1999 08:00,"Av. Paulista, 1842- 7. andar cj 76/77Edifício Cetenco Plaza - Torre Norte - Cerqueira Cesar/SP",,14/07/1999 10:00,28/06/1999,/licitacoes/id/licitacao/11008502000011999/itens
110086: AGU-PROCURADORIA DA UNIAO/MS,"1: CONVITE                                           ",00001/1999,11008601000011999,,Divulgado,Locacao de 01(um) Equipamento Reprografico.,,0470000733/99-30,Nacional,1,,,16/08/1999 08:00,Rua Paqueta nr.66 - Campo Grande/MS. - Itanhanga Park/MS,,23/08/1999 09:00,,/licitacoes/id/licitacao/11008601000011999/itens
110087: PROCUR.DA UNIAO NO EST. DO RIO G. DO SUL/AGU,"1: CONVITE                                           ",00001/1999,11008701000011999,,Divulgado,Aquisição de Suprimentos de Informática.,,530.002111/99-94,Nacional,8,,,18/05/1999 10:00,Travessa Acelino de Carvalho nº 21 - 12º andar - Centro/RS,,26/05/1999 15:00,,/licitacoes/id/licitacao/11008701000011999/itens
110088: PROCURADORIA DA UNIAO NO ESTADO DO PARANA/AGU,"2: TOMADA DE PREÇOS                                  ",00001/1999,11008802000011999,,Publicado,"Contratação de pessoa jurídica para prestação de serviços de limpe za e conservação de bens móveis e imóveis, a serem executados nos prédios da Procuradoria da União no Estado do Paraná em Curitiba e nas Procurado rias Seccionais da União em Cascavel, Guarapuava, Londrina, Foz do Iguaçu, Maringá e Umuarama e serviços de limpeza, jardinagem e conservação externa nas dependências da Procuradoria da União no Estado do Paraná em Curitiba.",,0495000619/99-11,Nacional,1,SOLANGE MIRANDA DE BRITEZ,Presidente da Comissão Permanente de Licitações,10/06/1999 08:30,"Avenida Munhoz da Rocha, 1247 - Cabral/PR",,28/06/1999 09:00,11/06/1999,/licitacoes/id/licitacao/11008802000011999/itens
110089: AGU - PROCUR. DA UNIAO EM SANTA CATARINA - SC,"2: TOMADA DE PREÇOS                                  ",00001/1999,11008902000011999,,Publicado,"Contratação de firma especializada para execução de serviços de reforma  e adaptações com fornecimento de materiais, no prédio da Pro curadoria da União em Santa Catarina,  sito à Praça Pereira Oliveira, s/n, ed. INAMPS, 9º andar, Centro, Florianópolis/SC.",,0552002369/99-88,Nacional,1,JOAQUIM JOSÉ BENTO,Presidente da CPL,21/09/1999 08:00,"Praça Oliveira Pereira, s/n. edifícioINAMPS, 9º andar, Florianópolis/SC - Centro/SC",,07/10/1999 14:00,20/09/1999,/licitacoes/id/licitacao/11008902000011999/itens
110094: PROCUR.DA UNIAO NO EST.DO RIO G. NORTE/AGU,"2: TOMADA DE PREÇOS                                  ",00001/1999,11009402000011999,,Publicado,"Contratar empresa especializada na Pres tação de Serviços com locação de Fotocopiadora, incluíndo Assistência Técnica, a ser instalada na sede da Procuradoria da União em Matal Estado do Rio Grande do Norte.",,0525001845/99-34,Nacional,1,JOÃO PEDRO BEZERRA FILHO,Presidente da Comissão Permanente de Licitação,03/09/1999 08:00,"Av. Deodoro da Fonseca, 730 - 1º   andar, edificio do ex-INAMPS. - Centro/RN",,21/09/1999 15:00,02/09/1999,/licitacoes/id/licitacao/11009402000011999/itens
110120: DEPARTAMENTO DE ADMINISTRACAO DA ABIN/GSI/PR,"1: CONVITE                                           ",00001/1999,11012001000011999,,Divulgado,"Aquisição de Formulário contínuo, disquetes, fita para impressora , cartucho de tinta e outros.",,1180000537/99,Nacional,10,,,25/03/1999 08:00,Setor Policial Área 05 Quadra 01 Bl. ""P"" - Térreo - Asa Sul/DF,,05/04/1999 09:00,,/licitacoes/id/licitacao/11012001000011999/itens
110120: DEPARTAMENTO DE ADMINISTRACAO DA ABIN/GSI/PR,"2: TOMADA DE PREÇOS                                  ",00001/1999,11012002000011999,,Publicado,"Seleção e contratação de empresa especializada para prestação de serviços reprográficos, com preço unitário por cópia tirada,em preto e bran co, fornecimento de suprimento e manutenção preventiva e corretiva de equipamentos, para o exercício de 1999.",,1180000112/99-01,Nacional,19,ADRILES MARQUES DA FONSECA,Presidente da CPL,25/02/1999 08:00,Setor Policial - Área 05 - Quadra 01 - Bloco ""P"" - Térreo - Asa Sul/DF,,15/03/1999 09:00,25/02/1999,/licitacoes/id/licitacao/11012002000011999/itens
110401: MINISTERIO DA DEFESA - GAB. MINISTRO -DF,"1: CONVITE                                           ",00001/1999,11040101000011999,,Divulgado,Aquisicao de jornais e revistas para distribuicao no EMFA e residen cia,,01,Nacional,1,,,28/01/1999 09:00,Esplanada dos Ministerios Bloco ""Q"" - Plona Piloto/DF,,04/02/1999 10:00,,/licitacoes/id/licitacao/11040101000011999/itens
110401: MINISTERIO DA DEFESA - GAB. MINISTRO -DF,"2: TOMADA DE PREÇOS                                  ",00001/1999,11040102000011999,,Publicado,"Contratação de serviços especializados de engenharia na instalação, fornecimento e remanejamento de paredes divisórias, portas, armá rios, guichês e balcões nas dependências do Ministério da Defesa",,99906220084,Nacional,1,PEDRO SÉRGIO PINHEIRO DE ALCÂNTARA,Presidente da Comissão Especial de Licitação,30/07/1999 09:30,"Esplanada dos Ministérios, Bloco ""Q"",9º andar, sala nº 926 - Plano Piloto/DF",,16/08/1999 14:00,29/07/1999,/licitacoes/id/licitacao/11040102000011999/itens
110401: MINISTERIO DA DEFESA - GAB. MINISTRO -DF,"3: CONCORRÊNCIA                                      ",00001/1999,11040103000011999,,Publicado,"Aquisição de equipamentos a serem utilizados no Sistema de Comunicações das  Estações Terrenas de Manaus, Belém e Campo Grande, bem como a execução de serviços de instalação, ajustes, testes e treinamento.",,99904280054,Nacional,1,EMERSON TARCISIO MEISTER,Presidente da Comissão Especial de Licitação,07/06/1999 09:30,"Esplanada dos Ministérios bloco ""Q"", 3º andar, sala nº 305 - Plano Piloto/DF",,26/07/1999 14:00,07/06/1999,/licitacoes/id/licitacao/11040103000011999/itens
110402: EMFA ESCOLA SUPERIOR DE GUERRA/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11040202000011999,,Publicado,"Prestação de serviços de reprodução grá fica em equipamentos de propriedade da licitant e vencedora, a serem instalados nas dependência s da Escola Superior de Guerra.",,899/DA/99,Nacional,1,SÍLVIO MOTA LIMA,Presidente da Comissão de Licitações,27/10/1999 08:30,"Av. João Luis Alves, s/n - Urca/RJ",,11/11/1999 09:30,26/10/1999,/licitacoes/id/licitacao/11040202000011999/itens
113201: SAE-CNEN-COMIS.NACIONAL DE ENERGIA NUCLEAR/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11320102000011999,,Publicado,"Locação de 9 (nove) máquinas copiadoras com instalação e  manutenção preventiva, corretiva e assistência técnica, bem como o reparo ou substituição das partes ou peças afetadas pelo uso normal.",,1079/99,Nacional,3,GERALDO CESAR ARANTES,Presidente da CEL.,14/06/1999 09:00,"Av. General Severiano, 90 sala 302 - Botafogo/RJ",,30/06/1999 15:00,11/06/1999,/licitacoes/id/licitacao/11320102000011999/itens
113202: COMISSAO NACIONAL DE ENERGIA NUCLEAR,"1: CONVITE                                           ",00001/1999,11320201000011999,,Divulgado,Aquisição de equipamentos de pressão para o laboratorio de manometria da Instituição.,,1036000238/99-02,Nacional,5,,,18/03/1999 09:00,Travessa R nr 400- Cidade Universitaria - Butantã/SP,,29/03/1999 12:00,,/licitacoes/id/licitacao/11320201000011999/itens
113203: SAE-IEN-INST.DE ENGENHARIA NUCLEAR/RJ,"1: CONVITE                                           ",00001/1999,11320301000011999,,Divulgado,"Serviços de reforma das instalações da Superintendência do Instituto de Engenharia Nuclear IEN, conforme descrição no Caderno de Especificações e Encargos emitido pela Divisão de Engenharia, nr. 02/99.",,1032000058/99,Nacional,1,,,17/03/1999 08:00,"Via 5, s/n, Cidade Universitária, Ilha do Fundão. - /RJ",,29/03/1999 10:00,,/licitacoes/id/licitacao/11320301000011999/itens
113203: SAE-IEN-INST.DE ENGENHARIA NUCLEAR/RJ,"3: CONCORRÊNCIA                                      ",00001/1999,11320303000011999,,Publicado,"Contrato de concessão de uso, a título gratuito , do restaurante para produção e fornecimento de refeição pelo sistema de quilo e da cantina para produção e fornecimento de refeições rápidas, do tipo lanches e outros tipos.",,1032000100/99,Nacional,1,EDUARDO HEITOR ALVES DE MENEZES,Presidente da Comissão Especial de Licitação,03/05/1999 09:00,Via 5 s/n  ou www.cnen.gov.br/ien/ien.htm - Ilha do Fundão/RJ,,02/06/1999 10:00,03/05/1999,/licitacoes/id/licitacao/11320303000011999/itens
113203: SAE-IEN-INST.DE ENGENHARIA NUCLEAR/RJ,"22: TOMADA DE PREÇOS POR TÉCNICA E PREÇO              ",00001/1999,11320322000011999,,Publicado,"Contrataçäo dos serviços de elaboraçäo dos projetos básico e executivo, gerenciamento e fiscalizaçäo da obra para construçäo do Centr o de Diagnóstico por Tomografia por Emissäo de Positron (PET) e Tomografia Computadorizada por Emissäo de um único Foton (SPECT) do Rio de Janeiro do IEN. A visita deverá ser agendada com os servidores Edson ou Gabriela pelo  telefone (0xx21)5604113 ramais 2104 e 2105.",,1032000258/99,Nacional,2,TARCISIO TRINDADE PEREIRA,Presidente da Comissäo Especial de Licitaçäo,16/09/1999 08:30,Via 5 s/n Cidade Universitária - Ilha do Fundäo/RJ,,18/10/1999 10:00,16/09/1999,/licitacoes/id/licitacao/11320322000011999/itens
113204: SAE-IRD-INST.RADIOPROTECAO E DOSIMETRIA/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11320402000011999,,Publicado,"Aquisição de Equipamentos de Radiodiag nóstico, destinado a ensaios de Laboratórios.",,20/99,Nacional,1,CLAUDIA LUCIA M.P.DE ALMEIDA,Presidente da Comissão Especial de Licitação,27/09/1999 09:00,"Av.Salvador Allende, s/nº - Barra da Tijuca/RJ",,27/10/1999 09:00,23/09/1999,/licitacoes/id/licitacao/11320402000011999/itens
113205: SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG,"1: CONVITE                                           ",00001/1999,11320501000011999,,Divulgado,"Serviços de conservação, manutenção e limpeza dos jardins, areas_ve rdes, gramado e aceiros do CDTN/CNEN por um periodo de 60 (sessenta) meses, nos termos do projeto basico que integra este processo.",,01038000573/1999,Nacional,1,,,28/05/1999 09:00,"Rua Professor Mario Werneck, s/n - Campus da UFMG - AL4 - Cidade Universitaria - Pampulha/MG",,17/06/1999 16:00,,/licitacoes/id/licitacao/11320501000011999/itens
113205: SAE-CNEN/CENTRO DESENV.TECNOLOGIA NUCLEAR/MG,"2: TOMADA DE PREÇOS                                  ",00001/1999,11320502000011999,,Publicado,"Selecionar empresa especializada em Serviços de Conservação, Higienização e Limpeza de Instalações, Mobiliários e Equipamentos, para prestação de serviços nas dependências do Centro de Desenvolvimento da Tecnologia Nuclear, da Comissão Nacional de Energia Nuclear, em Belo Horizonte MG.",,10380000043/1999,Nacional,4,ANTÔNIO FLÁVIO DOS REIS,Chefe da Divisão de Suprimento,10/05/1999 09:00,"Rua Prof. Mário Werneck, s/n - Campus da UFMG_- CDTN/CNEN - Cidade Universitária - Pampulha/MG",,27/05/1999 09:00,10/05/1999,/licitacoes/id/licitacao/11320502000011999/itens
113210: SAE-CNEN-DLAB-LABOR.DE POCOS DE CALDAS/MG,"1: CONVITE                                           ",00001/1999,11321001000011999,,Divulgado,"Servicos de transporte coletivo de ida e volta para 60 (sessenta) s ervidores da CNEN, lotados na Coordenacao do Laboratorio de Pocos de CldasCOLAB, situada na rod. pocos de caldas/andradas, km 13 pocos de caldas mg.",,104099000006,Nacional,1,,,11/03/1999 08:30,"Rod. pocos de caldas/andradas, km 13 - Rural/MG",,18/03/1999 14:00,,/licitacoes/id/licitacao/11321001000011999/itens
113210: SAE-CNEN-DLAB-LABOR.DE POCOS DE CALDAS/MG,"2: TOMADA DE PREÇOS                                  ",00001/1999,11321002000011999,,Publicado,"Contratação de empresa especializada em prestação de serviços de limpeza geral; de limpeza de laboratõrios; de higiene de copa, cozinha; refeitorio; ambulatorio e banheiros bem co mo de conservaçao de areas verdes com plantio de mudas, podas, roçadas, jardinagem e adubação perfazendo um total de aproximado de 24.204,6 m/2",,1040000151/1999,Nacional,1,MARCILIO VOLPIN FILHO,Presidente da CEL,24/12/1999 08:30,Rodovia poços de caldas /  andradas -km 13 - Rural/MG,,24/01/2000 09:00,15/12/1999,/licitacoes/id/licitacao/11321002000011999/itens
113601: IPEA-INSTIT.DE PESQUISA ECONOMICA APLICADA/DF,"2: TOMADA DE PREÇOS                                  ",00001/1999,11360102000011999,,Publicado,Aquisição de diversos materiais de expediente e informática.,,3019000062/99-88,Nacional,84,JOSÉ VALDEMAR DE MEDEIROS,Presidente da CPL,08/06/1999 08:00,Setor Bancário - Ed. do BNDES - 5º andar - sala 515 - Setor Bancário Sul/DF,,24/06/1999 14:30,08/06/1999,/licitacoes/id/licitacao/11360102000011999/itens
113602: INST.PESQUISA ECONOMICA APLICADA/RJ,"2: TOMADA DE PREÇOS                                  ",00001/1999,11360202000011999,,Publicado,Serviço com assinaturas de  periódicos estrangeiros.,,3011000163/99-10,Nacional,65,ANA MARIA ROCHA E SILVA,Chefe Substituta do Serviço de Material e Atividades Auxiliares,29/10/1999 10:00,"Avenida Presidente Antonio Carlos, 51/13º andar - Sala 1304 - Centro/RJ",,19/11/1999 10:00,29/10/1999,/licitacoes/id/licitacao/11360202000011999/itens
114601: IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA,"2: TOMADA DE PREÇOS                                  ",00001/1999,11460102000011999,,Publicado,"Aquisição de peças para aparelhos de ar condicionado, bebedouros e geladeiras.",,3604001773986,Nacional,52,ROGÉRIO CORRÊA NASCIMENTO,Comissão Permanente de Licitação - Compras,15/03/1999 09:00,"AV Franklin Roosevelt,146 - sala 601 A - Castelo/RJ",,31/03/1999 10:00,15/03/1999,/licitacoes/id/licitacao/11460102000011999/itens
114601: IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA,"3: CONCORRÊNCIA                                      ",00001/1999,11460103000011999,,Publicado,Prestação de serviço de transporte rodoviário de mobiliários e uten sílios em geral.,,3604001631980,Nacional,1,AMAURY DA SILVA PEREIRA JUNIOR,Presidente da Comissão Especial de Licitação,18/03/1999 09:00,"Av. Franklin Roosevelt, 146 - sala 601-A - Castelo/RJ",,20/04/1999 10:00,17/03/1999,/licitacoes/id/licitacao/11460103000011999/itens
